localite_auto_ecole,candidats ETG, réussite ETG,nbr_candidats,reussite,
AUTO ECOLE MAISON DE LINIATIVE DER 62000 BOULOGNE SUR MER,73,46.58,18,38.89,
"AUTO ECOLE DRIVE BOX 20, BOULEVARD CARNOT 62000 ARRAS",53,81.13,25,56,
AUTO ECOLE YVES CAVE 73 AVENUE LAVOISIER 62000 DAINVILLE,50,56,27,55.56,
AUTO ECOLE DUO DE CONDUITE 88 RUE D AMIENS 62000 ARRAS,50,76,29,58.62,
AUTO ECOLE MULLER 8 PLACE COURBET 62000 ARRAS,75,61.33,38,57.89,
AUTO ECOLE SAINT PATRICK 178 RUE DU CHEMIN VERT 62000 BOULOGNE SUR MER,85,63.53,53,41.51,
AUTO ECOLE A-E SAINT-AUBERT 92 RUE SAINT AUBERT 62000 ARRAS,119,63.87,56,39.29,
AUTO ECOLE LGR 12 RUE DE BEAUDIMONT 62000 ARRAS,135,70.37,61,60.66,
AUTO ECOLE CER DUBOIS 15 PLACE MARC LANVIN 62000 ARRAS,121,70.25,61,54.1,
AUTO ECOLE ECO PERMIS 47 BIS RUE BEAUDIMONT 62000 ARRAS,139,74.1,73,71.23,
AUTO ECOLE PEGASE 5 RUE BAUDIMONT 62000 ARRAS,91,82.42,73,65.75,
AUTO ECOLE CHRISTOPHE POITEAU 101 AVENUE MERMOZ 62000 DAINVILLE,257,68.87,125,66.4,
AUTO ECOLE C.F.C 54 RUE SAINT MICHEL 62000 ARRAS,216,62.04,139,59.71,
AUTO ECOLE MALBRANCQ E.C.F 72 AVENUE LOBBEDEZ 62000 ARRAS,312,68.91,213,56.34,
AUTO ECOLE MICHEL 2 ET 4 RUE DE ST QUENTIN 62000 ARRAS,523,71.7,313,58.15,
AUTO ECOLE ECOLE DE CONDUITE GAMBETTA 43 BD GAMBETTA 62100 CALAIS,77,67.53,29,79.31,
AUTO ECOLE DU FORT EURL EC DE CON DESVROISE 446 AVENUE SALENGRO 62100 CALAIS,69,62.32,33,69.7,
AUTO ECOLE VANSON 47 BOULEVARD V.HUGO 62100 CALAIS,73,63.01,35,60,
AUTO ECOLE HEDDEBAUX ELISABETH 129 RUE DES FONTINETTES 62100 CALAIS,61,70.49,36,41.67,
AUTO ECOLE MAISON DE L'INITIATIVE RUE HAGUENEAU 62100 CALAIS,65,43.08,40,30,
AUTO ECOLE NOUVELLE FRANCE 211 BOULEVARD DE L EGALITE 62100 CALAIS,54,85.19,42,59.52,
AUTO ECOLE V.D.B 136 CHEMIN PARMENTIER 62100 CALAIS,84,69.05,48,56.25,
AUTO ECOLE DAUVISTER 98 RUE DES FONTINETTES 62100 CALAIS,108,75,62,70.97,
AUTO ECOLE LA FAYETTE 106 BOULEVARD LA FAYETTE 62100 CALAIS,131,58.02,67,58.21,
AUTO ECOLE DES 4 COINS 18 RUE DES 4 COINS 62100 CALAIS,124,85.48,113,74.34,
AUTO ECOLE Z.U.P. CONDUITE 18 RUE GUILLAUMET 62100 CALAIS,271,62.36,120,56.67,
AUTO ECOLE MONTLHERY 2000 72 RUE DELAROCHE 62100 CALAIS,232,87.5,147,64.63,
AUTO ECOLE LABORDE 161 RUE ROBERT AYLE 62110 HENIN BEAUMONT,512,74.41,242,69.01,
AUTO ECOLE DE L'ABBAYE 145 RUE DE L ABBAYE 62110 HENIN BEAUMONT,316,82.59,251,66.93,
AUTO ECOLE IDEES CONCEPT FORMATIONS 10 RUE DE LA GARE 62112 CORBEHEM,52,71.15,20,65,
AUTO ECOLE MALBRANQUE 39 RUE DU GENERAL LECLERC 62114 SAINS EN GOHELLE,70,64.29,39,56.41,
AUTO ECOLE BIACHOISE 41 RUE CLEMENCEAU 62118 BIACHE ST VAAST,88,51.14,40,47.5,
AUTO ECOLE PIETA 29 RUE DU BOURG 62120 AIRE SUR LA LYS,32,43.75,10,30,
AUTO ECOLE DE LA LYS 9 RUE SAINT-PIERRE 62120 AIRE SUR LA LYS,89,52.81,48,60.42,
AUTO ECOLE ALBERT 11 PLACE DU CHATEAU 62120 AIRE SUR LA LYS,119,72.27,74,58.11,
AUTO ECOLE CHRISTELLE 82 B GRAND RUE 62120 MAMETZ,263,55.51,143,58.04,
AUTO ECOLE OBJECTIF CONDUITE 6 RUE CYR BOUCHART 62122 LAPUGNOY,40,87.5,23,52.17,
AUTO ECOLE MATHIEU ANGLE DE LA RN 25 ET LA ZA LA COURTILLIERE 62123 BEAUMETZ LES LOGES,83,72.29,55,81.82,
AUTO ECOLE C.E.R. DUBOIS 12 PLACE DE L'EGLISE 62127 TINCQUES,99,57.58,26,50,
AUTO ECOLE THERSEN 12 LA PLACE 62129 ECQUES,128,64.06,64,57.81,
AUTO ECOLE JULIEN 29 BIS PLACE DU GENERAL LECLERC 62130 SAINT POL SUR TERNOISE,36,97.22,22,68.18,
AUTO ECOLE SOLIDARITE ET JAL PAR LE RAVAIL 20 RUE O RICQUE 62130 ST POL SUR TERNOISE,52,51.92,26,53.85,
AUTO ECOLE ROUSSEL 103 RUE DE BETHUNE 62130 ST POL SUR TERNOISE,237,57.38,124,59.68,
AUTO ECOLE AUTO MOTO ECOLE VINCENT 18 RUE DE FRUGES 62130 ST POL SUR TERNOISE,370,61.08,167,63.47,
AUTO ECOLE CERIANE 330 PLACE DU 11 NOVEMBRE 62134 LESTREM,63,79.37,38,71.05,
AUTO ECOLE DE COULOGNE 6 RUE DU GAL DE GAULLE 62137 COULOGNE,96,80.21,69,71.01,
"AUTO ECOLE STYLPERMIS 24, RUE JEAN JAURES 62138 DOUVRIN",60,60,10,40,
AUTO ECOLE A. E LINDA 215 RUE DU GENERAL DE GAULLE 62138 BILLY BERCLAU,89,71.91,45,62.22,
AUTO ECOLE ANNE SOPHIE 6 RUE ANDRE FREVILLE 62140 HESDIN,89,53.93,51,49.02,
AUTO ECOLE ACTION 18 RUE JACQUEMONT 62140 HESDIN,141,68.79,83,75.9,
AUTO ECOLE AUTO-MOTO-ECOLE BRUNO 11 AVENUE STE AUSTREBERTHE 62140 HESDIN,247,65.99,166,70.48,
AUTO ECOLE L INTER 3 RUE CLEMENCEAU 62143 ANGRES,128,66.41,66,57.58,
AUTO ECOLE FOURIQUET 13 RUE DE ST OMER 62145 ENQUIN LES MINES,52,71.15,17,41.18,
AUTO ECOLE ECOLE DE CONDUITE LUDO 56 RUE EMILE BASLY 62149 CUINCHY,46,58.7,39,61.54,
AUTO ECOLE DOMINIQUE 114 ROUTE NATIONALE 62151 BURBURE,274,72.63,159,61.64,
AUTO ECOLE III 3 RUE DES ECOLES 62152 NEUCHATEL HARDELOT,105,72.38,24,50,
AUTO ECOLE SYLVIE 4 RUE DES ALLEES 62152 NEUFCHATEL HARDELOT,42,76.19,25,44,
AUTO ECOLE ECOLE DE CONDUITE EUGENE 62 RUE J JAURES 62153 SOUCHEZ,349,65.33,196,57.65,
AUTO ECOLE A2C 21 RUE CASIMIR BEUGNET 62160 GRENAY,69,85.51,34,67.65,
AUTO ECOLE MICHAEL 19 BIS ROUTE DE BETHUNE 62160 AIX NOULETTE,114,63.16,58,81.03,
AUTO ECOLE FEU VERT 6 PLACE VICTOR HUGO 62160 BULLY LES MINES,181,69.61,103,82.52,
AUTO ECOLE ECF AGENCE CORBISEZ 72 RUE ROGER SALENGRO 62160 BULLY LES MINES,241,78.01,166,71.08,
AUTO ECOLE COUTIER 114 RUE DEBEAUMONT 62160 BULLY LES MINES,311,74.28,205,75.61,
AUTO ECOLE DES OYATS 90 RUE DU VILLAGE 62162 VIEILLE-EGLISE,47,80.85,15,20,
AUTO ECOLE EDUCAROUTE 12 RUE D HERAMBAULT 62170 MONTREUIL SUR MER,97,61.86,58,75.86,
AUTO ECOLE DES REMPARTS 3 PORTE DE FRANCE 62170 MONTREUIL SUR MER,101,64.36,67,67.16,
AUTO ECOLE MARC 78 BIS GRAND-RUE 62176 CAMIERS,78,73.08,56,75,
AUTO ECOLE RANG DU FLIERS 830RUE DE BERCK 62180 RANG DU FLIERS,102,63.73,64,54.69,
AUTO ECOLE SARL DOUET 22 BIS RUE DES ALLEES 62180 VERTON,127,52.76,79,62.03,
AUTO ECOLE CYCLO LUDO 6 RUE RELINGUE 62190 LILLERS,68,64.71,23,73.91,
AUTO ECOLE EMILIE 4 RUE DE VERDUN 62190 LILLERS,117,63.25,59,61.02,
AUTO ECOLE CARLIER 25 RUE D AIRE 190 62190 LILLERS,91,80.22,77,53.25,
AUTO ECOLE ECOLE COND REGIONALE 11 PLACE VIGNON 62200 BOULOGNE SUR MER,59,76.27,30,50,
AUTO ECOLE STEPHANOISE 34 PLACE NAVARIN 62200 BOULOGNE SUR MER,83,81.93,42,40.48,
AUTO ECOLE GEIB 255 ROUTE DE ST OMER 62200 ST MARTIN LES BOULOGNE,171,73.1,93,51.61,
AUTO ECOLE LANOY 23 RUE DE ST OMER 62200 BOULOGNE SUR MER,266,76.69,190,50.53,
AUTO ECOLE ALBAIN 16 BOULEVARD DAUNOU 62200 BOULOGNE-SUR-MER,401,83.04,198,46.46,
AUTO ECOLE DES VICTOIRES 1 PLACE DES VICTOIRES 62200 BOULOGNE SUR MER,366,81.69,242,59.5,
AUTO ECOLE SAUVAGE PLACE G CHARPENTIER 62200 BOULOGNE SUR MER,668,71.86,395,49.62,
AUTO ECOLE AUTO MOTO N GUILLEMYN 6 AVENUE THUMERELLE 62210 AVION,137,79.56,87,56.32,
AUTO ECOLE ALAIN 55 RUE DE LA REPUBLIQUE 62217 BEAURAINS,173,58.96,93,51.61,
AUTO ECOLE LAMBERT RESIDENCE LES BERCEAUX 62219 LONGUENESSE,44,79.55,32,62.5,
AUTO ECOLE DOURLENT ET FILS 23 LES BRUYERES 62219 LONGUENESSE,435,66.9,209,51.67,
AUTO ECOLE ALAIN 27 RUE E DEPRET 62220 AVION,38,68.42,18,55.56,
AUTO ECOLE 2000 4 RUE JEAN MOULIN 62220 CARVIN,83,66.27,39,58.97,
AUTO ECOLE STELLA 13 RUE SALVADOR ALLENDE 62220 CARVIN,105,70.48,48,54.17,
AUTO ECOLE CORMONT 343 RUE FERRER 62220 CARVIN,90,60,51,70.59,
AUTO ECOLE DEBAISIEUX 107 RUE THIEBAUT 62220 CARVIN,121,63.64,53,47.17,
AUTO ECOLE ECO-PERMIS 740 RUE DE COURTAIGNE 62221 NOYELLES SOUS LENS,72,77.78,28,57.14,
AUTO ECOLE SOLIDARITE ET JAL PAR LE TRAVAIL CENTRE SOCIAL CHANTECLAIR CENTRE COMMERCIAL 62223 ST NICOLAS LES ARRAS,68,57.35,23,65.22,
AUTO ECOLE FUN FORMATION 5 RUE DE VERSAILLES 62223 SAINT LAURENT BLANGY,178,61.8,111,70.27,
AUTO ECOLE COMITE LOCAL DE DEVELOPPEMENT OUTREAU FORMATION BOULEVARD DE LA LIBERTE CENTRE CULTUREL JACQUES BREL 62230 OUTREAU,46,43.48,71,35.21,
AUTO ECOLE SYLVIE 9 RUE DE L'EGALITE 62230 OUTREAU,119,79.83,108,43.52,
AUTO ECOLE DU LITTORAL 130 RTE NATIONALE 62231 BLERIOT PLAGE,65,60,32,50,
AUTO ECOLE DE COQUELLES 1087 AVENUE CHARLES DE GAULLE 62231 COQUELLES,52,75,42,52.38,
AUTO ECOLE ERIC 904 ROUTE NATIONALE 62232 HINGES,51,58.82,42,66.67,
AUTO ECOLE OLIVIER VASSE 6 RUE DE CORNEILLE DESRUELLES 62232 FOUQUIERES LES LENS,127,62.2,44,63.64,
AUTO ECOLE ARIANE 43 AVENUE DE LA MORINIE 62232 ANNEZIN,86,51.16,60,65,
AUTO ECOLE MONCHAUX 10 RUE DE LA BELLE CROIX 62240 DESVRES,27,55.56,15,53.33,
AUTO ECOLE DESVROISE 41 PLACE LEON BLUM 62240 DESVRES,35,77.14,16,50,
AUTO ECOLE FOURRIER 12 RUE DUPONTCHEL 62240 DESVRES,127,75.59,93,58.06,
AUTO ECOLE DES 2 CAPS ZAE DES 2 CAPS 62250 MARQUISE,132,75,77,64.94,
AUTO ECOLE BEAUMER 60 AVENUE FERBER 62250 MARQUISE,135,63.7,86,60.47,
AUTO ECOLE CER JOEL MORTIER 26 RUE U SORRIAUX 62260 AUCHEL,325,85.54,251,65.74,
AUTO ECOLE AUTO-ECOCLE GEIB 255 ROUTE DE SAINT-OMER 62280 ST MARTIN -BOULOGNE,22,86.36,16,50,
"AUTO ECOLE VANALIE 194, RUE NATIONALE 62290 NOEUX LES MINES",100,75,52,57.69,
AUTO ECOLE ECOLE DE CONDUITE TENTELIER 241 ROUTE NATIONALE 62290 NOEUX LES MINES,187,66.31,111,72.97,
AUTO ECOLE SOLIDARITE ET JAL PAR LE TRAVAIL GRANDE RESIDENCE PAV. BELLE RUE ALLENDE 62300 LENS,48,54.17,16,50,
AUTO ECOLE LEROY 11 CHEMIN CHEVALIER 62300 LENS,63,58.73,30,56.67,
AUTO ECOLE L INTER 290 BIS RUE PAUL BERT 62300 LENS,94,64.89,34,55.88,
"AUTO ECOLE CALOGERO 48, RUE VICTOR HUGO 62300 LENS",71,83.1,38,55.26,
AUTO ECOLE CIRCUIT 2000 114 RUE L BLUM 62300 LENS,115,61.74,43,60.47,
AUTO ECOLE MOCZKO 102 RUE A MAES 62300 LENS,177,81.92,73,73.97,
AUTO ECOLE GAEL 3 AVENUE DE VARSOVIE 62300 LENS,448,71.88,250,50.8,
AUTO ECOLE CONSTANT 48 RUE DECROMBECQUE 62300 LENS,428,69.63,258,55.81,
AUTO ECOLE OBJECTIF PERMIS 22 RUE DU GL DE GAULLE 62320 ROUVROY,120,74.17,71,60.56,
AUTO ECOLE PASCAL 813 B RUE DU DOCTEUR BAILLET 62330 ISBERGUES,60,73.33,29,82.76,
AUTO ECOLE SOLIDARITE ET JALONS P L TRAVAIL MAISON DES JEUNES ET D EDUC REG RUE JEAN MACE 62330 ISBERGUES,52,65.38,42,42.86,
AUTO ECOLE SELIN 228 RUE DE LILLERS 62330 MOLINGHEM,110,68.18,53,52.83,
AUTO ECOLE MEURIN PLACE BASLY 62330 ISBERGUES,92,78.26,61,57.38,
AUTO ECOLE JACQUES 185 RUE ROGER SALENGRO 62330 ISBERGUES,130,78.46,113,72.57,
AUTO ECOLE LA VIE 28 PLACE FOCH 62340 GUINES,97,63.92,46,47.83,
AUTO ECOLE ROLAND 235 RUE DU PONT 62340 ANDRES,91,75.82,48,81.25,
AUTO ECOLE S.D. 28 BIS RUE GUIZELIN 62340 GUINES,180,70,77,44.16,
AUTO ECOLE COURQUIN RUE DE CALAIS 62370 ST FOLQUIN,45,48.89,39,53.85,
AUTO ECOLE VALERIE 201 RUE CARNOT 62370 AUDRUICQ,80,66.25,42,64.29,
AUTO ECOLE DESAILLY 180 RUE EDMOND DUPONT 62370 AUDRUICQ,182,68.13,70,62.86,
AUTO ECOLE SOL ET JALONS PAR LE TRAVAIL COLLEGE ALBERT CAMUS 2 BIS AV BERNARD CHOCHOY 62380 LUMBRES,95,63.16,36,38.89,
AUTO ECOLE DENIS 16 RUE VICTOR HUGO 62380 LUMBRES,115,63.48,67,53.73,
AUTO ECOLE GRIGNON 1 RUE PASTEUR 62380 LUMBRES,79,67.09,72,77.78,
AUTO ECOLE AUXILOISE 10 PLACE DE L HOTEL DE VILLE 62390 AUXI LE CHATEAU,86,47.67,35,65.71,
AUTO ECOLE CITY ZEN 31 RUE EUGENE HAYNAUT 62400 BETHUNE,36,63.89,14,57.14,
AUTO ECOLE CENTRE DE FORMATION WASHINGTON 7 AVENUE FLEMMING 62400 BETHUNE,82,67.07,19,57.89,
AUTO ECOLE SYLVIANE 638 RUE DE LILLE 62400 BETHUNE,58,65.52,26,42.31,
AUTO ECOLE FORMAROUTE 429 BLD POINCARE 62400 BETHUNE,97,43.3,28,50,
AUTO ECOLE DELATTRE 162 RUE A HURLIEZ 62400 BETHUNE,34,64.71,29,65.52,
AUTO ECOLE JD 136 PLACE CLEMENCEAU 62400 BETHUNE,61,72.13,33,54.55,
AUTO ECOLE GAEL-DAVID 167 DUE DE LILLE 62400 BETHUNE,107,70.09,63,55.56,
AUTO ECOLE HERMANT 20 RUE DES MARTYRS 62400 ANNEZIN,117,74.36,74,67.57,
AUTO ECOLE C.F.R 129 RUE EUGENE HAYNAUT 62400 BETHUNE,131,64.89,76,68.42,
AUTO ECOLE ELOI 319 BD JEAN MOULIN 62400 BETHUNE,149,87.92,107,76.64,
AUTO ECOLE SARL DUEZ DU TOUR DE 230 RUE DU FAUBOURG ST PRY 62400 BETHUNE,289,62.63,163,58.28,
AUTO ECOLE FRANCE CONDUITE FORMATION 360 AVENUE DU MARECHAL JUIN 62400 BETHUNE,300,78.33,166,57.83,
AUTO ECOLE GEORGES 3 RUE DU MOULIN 62410 MEURCHIN,110,44.55,41,48.78,
AUTO ECOLE PHIL CONDUITE 177 RUE G PERI 62410 WINGLES,89,67.42,46,58.7,
AUTO ECOLE J. GAROT 42 RUE J. GUESDE 62410 MEURCHIN,87,64.37,57,82.46,
"AUTO ECOLE JACQUES ET DAVID 11,RUE JULES GUESDE 62410 WINGLES",304,69.74,87,50.57,
AUTO ECOLE GILLES 9 RUE E ZOLA 62420 BILLY-MONTIGNY,51,58.82,24,58.33,
AUTO ECOLE DANIEL 23 BIS RUE DU 8 MAI 1945 62420 BILLY MONTIGNY,139,83.45,101,64.36,
AUTO ECOLE A E KIROUL 6 GRAND PLACE 62440 HARNES,84,64.29,33,60.61,
AUTO ECOLE HARNESIENNE 38 RUE C DEBARGE 62440 HARNES,85,87.06,46,65.22,
AUTO ECOLE EMMANUEL 23 RUE DE PERONNE 62450 BAPAUME,56,46.43,19,52.63,
AUTO ECOLE DUPRE 41 RUE DE PERONNE 62450 BAPAUME,97,71.13,67,71.64,
"AUTO ECOLE GREGORY 2 BIS, RUE DES FRERES CARON 62460 DIVION",108,67.59,62,61.29,
AUTO ECOLE JEAN MARC CENTRE COMMERCIAL LA CLARENCE 62470 CALONNE RICOUART,133,69.17,68,76.47,
AUTO ECOLE AE ALBAIN AGENCE PORTELOISE 04 PLACE POINCARE 62480 LE PORTEL,138,67.39,65,47.69,
AUTO ECOLE OLIVIER VASSE 37 RUE DE DOUAI 62490 VITRY EN ARTOIS,203,66.01,34,70.59,
AUTO ECOLE BIALLAIS 20 RUE DU 8 EME DE LIGNE 62500 SAINT OMER,51,78.43,32,65.63,
AUTO ECOLE ARTOIS SARL 58 RUE D ARRAS 62500 ST OMER,69,60.87,38,63.16,
AUTO ECOLE DEVEMY 94 RUE DE CALAIS 62500 ST OMER,139,78.42,65,66.15,
AUTO ECOLE VASSET 22 RUE ADRIEN DANVERS 62510 ARQUES,73,72.6,54,55.56,
AUTO ECOLE ETOILE 55 RUE DANVERS 62510 ARQUES,323,82.04,190,56.84,
AUTO ECOLE C PERMIS 105 RUE EMILE BASLY 62530 HERSIN COUPIGNY,197,58.38,110,64.55,
AUTO ECOLE MARLES 139 RUE GAMBETTA 62540 MARLES LES MINES,114,77.19,67,61.19,
AUTO ECOLE MURIEL 16 GRAND PLACE 62550 PERNES EN ARTOIS,73,49.32,45,64.44,
AUTO ECOLE AVET 10 RUE DE ST OMER 62560 ST MARTIN D ARDINGHEM,72,29.17,15,40,
AUTO ECOLE FOURIQUET 7 RUE DE FAUQUEMBERGUES 62560 COYECQUES,176,71.02,70,65.71,
AUTO ECOLE A.D. 1 RUE DU FOYER 62570 WIZERNES,67,64.18,37,45.95,
AUTO ECOLE BOUDRY 232 RUE JEAN JAURES 62570 BLENDECQUES,67,53.73,43,67.44,
AUTO ECOLE THIERRY DEMOL 2 RUE DU FOYER 62570 WIZERNES,87,63.22,63,52.38,
AUTO ECOLE DEVEMY MTH 8 RUE JEAN JAURES 62575 BLENDECQUES,117,75.21,80,72.5,
AUTO ECOLE PHILIPPE VIREL 63 RUE DE L EGALITE 62580 VIMY,71,64.79,29,55.17,
AUTO ECOLE GRONIER PHILIPPE 30 RUE A BERGAIGNE 62580 VIMY,131,66.41,76,71.05,
AUTO ECOLE E.C.O 26 RUE ZOLA 62590 OIGNIES,149,57.72,94,74.47,
AUTO ECOLE DES BOUCANIERS 3 AVENUE DU 8 MAI 62600 BERCK SUR MER,33,54.55,20,55,
AUTO ECOLE MARTEL 50 RUE SAINT JOSSE 62600 BERCK SUR MER,71,61.97,40,65,
AUTO ECOLE SAINT CHRISTOPHE 21 RUE DE L'IMPERATRICE 62600 BERCK SUR MER,169,52.07,89,38.2,
AUTO ECOLE DEROLLEZ 36 RUE G PERI 62600 BERCK-SUR-MER,71,56.34,103,65.05,
AUTO ECOLE FRANCINE 101 RUE DE LA POTENCE 62610 BOIS EN ARDRES,69,68.12,43,62.79,
AUTO ECOLE PRUVOST 67 AVENUE DE VERDUN 62610 ARDRES,138,68.12,78,50,
AUTO ECOLE LUDOVIC 26 RUE FRANCISCO FERRER 62620 BARLIN,110,55.45,47,48.94,
AUTO ECOLE CHRISTOPHE 62 PLACE SALENGRO 62620 BARLIN,111,72.07,71,54.93,
AUTO ECOLE FONDATION F AMERICAINE 31280 RTE DE BERCK 62626 RANG DU FLIERS,25,20,26,80.77,
AUTO ECOLE COTE D'OPALE CONDUITE 114 RUE DE ROSAMEL 62630 ETAPLES SUR MER,25,60,12,41.67,
"AUTO ECOLE JOSSELIN RAMET 1 BIS, RUE MAURICE RAPHAEL 62630 ETAPLES",84,61.9,46,67.39,
AUTO ECOLE FREDERIC 5 PLACE DE LA GARE 62630 ETAPLES,85,81.18,62,70.97,
AUTO ECOLE MERLAUD 96 RUE DE ROSAMEL 62630 ETAPLES,112,79.46,73,60.27,
AUTO ECOLE CINDY 24 RUE ROGER SALENGRO 62640 MONTIGNY EN GOHELLE,66,78.79,27,55.56,
AUTO ECOLE FRANCINE 1 RUE A COLAS 62640 MONTIGNY EN GOHELLE,91,62.64,40,50,
AUTO ECOLE MICHEL DEROLLEZ 21 GRAND PLACE 62650 HUCQUELIERS,187,63.64,59,72.88,
AUTO ECOLE DRUART 5 RUE DELATOIRE 62670 MAZINGARBE,133,66.92,78,71.79,
AUTO ECOLE ADEQUATION FORMATION ZONE ARTISANALE DE LA FOSSE 3 62680 MERICOURT,53,75.47,10,50,
AUTO ECOLE ERIC 69 RUE PASTEUR 62680 MERICOURT SOUS LENS,133,55.64,61,49.18,
AUTO ECOLE CONTACT 5 RUE DU MARECHAL BARBOT 62690 AUBIGNY EN ARTOIS,192,57.81,91,68.13,
AUTO ECOLE 2000 61 RUE ALFRED LEROY 62700 BRUAY LABUISSIERE,60,65,35,62.86,
"AUTO ECOLE LGR 112, AVENUE DE LA REPUBLIQUE 62700 BRUAY LABUISSIERE",70,70,42,83.33,
AUTO ECOLE EURO PERMIS RUE A LEROY RESIDENCE BERRY 62700 BRUAY LABUISSIERE,107,67.29,52,63.46,
AUTO ECOLE FRANCE CONDUITE FORMATION 211 RUE JULES GUESDE 62700 BRUAY LABUISSIERE,78,78.21,93,60.22,
AUTO ECOLE COX 280 RUE A LEROY 62700 BRUAY LABUISSIERE,148,86.49,106,66.98,
AUTO ECOLE JEANNINE 4 RUE PASTEUR 62710 COURRIERES,131,74.05,47,46.81,
AUTO ECOLE A. E JEAN LUBEK 4 RUE JEAN JAURES 62710 COURRIERES,183,78.69,69,63.77,
AUTO ECOLE AUTO-PERMIS 5B COMMERCE DU MOULIN BD LEPOIVRE 62710 COURRIERES,115,72.17,87,73.56,
AUTO ECOLE LA VIE ZA DE LA MAIE 62720 RINXENT,55,74.55,21,47.62,
AUTO ECOLE LEJEUNE 73 RUE ROGER SALENGRO 62720 RINXENT,42,73.81,40,62.5,
AUTO ECOLE DARRE 450 AV DE CALAIS 62730 MARCK,65,75.38,40,77.5,
AUTO ECOLE OPALE CONDUITE 145 AV F MITTERRAND 62730 MARCK,186,69.35,95,68.42,
AUTO ECOLE STOP PERMIS 32 RUE HOCHE 62750 LOOS EN GOHELLE,93,76.34,47,61.7,
AUTO ECOLE JEAN JACQUES RUE DU PETIT MARCHE 62760 PAS EN ARTOIS,93,58.06,51,60.78,
AUTO ECOLE AUTO-MOTO ECOLE NOEL 5 RUE KLEBER 62780 LEFOREST,103,63.11,55,61.82,
AUTO ECOLE STOP 492 AVENUE D ETAPLES 62780 CUCQ TREPIED,94,61.7,67,56.72,
"AUTO ECOLE MARTEL 1396,AVENUE DE LA LIBERATION 62780 CUCQ",136,68.38,80,58.75,
AUTO ECOLE E C F AG CORBISEZ 75 RUE L CARNOT 62790 LEFOREST,257,77.82,145,64.83,
AUTO ECOLE MONIQUE LEQUINT 7 RUE FLORIMOND LEMAIRE 62800 LIEVIN,32,75,22,59.09,
AUTO ECOLE G.A.E.L. 15 RUE VICTOR HUGO 62800 LIEVIN,83,60.24,37,67.57,
AUTO ECOLE BERNARD 48 RUE DES HERISSONS 62800 LIEVIN,62,45.16,42,73.81,
AUTO ECOLE L'INTER 213 RUE EMILE ZOLA 62800 LIEVIN,81,61.73,53,41.51,
AUTO ECOLE ESCAILLET RUE DE LA POSTE 62810 AVESNES LE COMTE,80,42.5,23,65.22,
AUTO ECOLE FORMATION DU CITOYEN DE LA ROUTE 96 AVENUE F MITTERAND 62810 AVESNES LE COMTE,174,70.11,90,66.67,
AUTO ECOLE CASER FORMATION 84 RUE CYPRIEN QUINET 62820 LIBERCOURT,95,71.58,35,42.86,
AUTO ECOLE REGIS BOULEVARD SCHUMAN 62820 LIBERCOURT,167,61.68,73,52.05,
AUTO ECOLE SABER 103 RUE CYPRIEN QUINET 62820 LIBERCOURT,171,75.44,92,51.09,
AUTO ECOLE ANNE 11 PLACE FOCH 62830 SAMER,114,59.65,70,67.14,
AUTO ECOLE NICOLAS 7 PLACE JEAN LEVASSEUR 62840 FLEURBAIX,140,71.43,23,47.83,
AUTO ECOLE DOMINIQUE 25 RUE DU 11 NOVEMBRE 62840 LAVENTIE,74,77.03,53,43.4,
AUTO ECOLE CORINNE HAMEAU DE NEUVILLE FERME DE LA HAUTE PANNEE 62850 JOURNY,48,60.42,25,56,
AUTO ECOLE CORINNE 213 RUE DU BOURG 62850 LICQUES,93,65.59,62,64.52,
AUTO ECOLE FRANCOIS RUE A DE LUMBRES 62850 LICQUES,543,73.48,261,60.92,
AUTO ECOLE GAUTHIER 11 BIS ROUTE NATIONALE 62860 MARQUION,35,48.57,19,57.89,
AUTO ECOLE OISY CONDUITE 15 RUE ALFRED DETOURNAY 62860 OISY LE VERGER,64,59.38,43,69.77,
AUTO ECOLE FABIEN 315 RUE DANIEL RANGER 62870 CAMPAGNE LES HESDIN,92,64.13,45,46.67,
AUTO ECOLE J-GAROT 8 PLACE SALENGRO 62880 VENDIN LE VIEIL,21,57.14,13,53.85,
AUTO ECOLE C.E.R.A. 33 RUE DU GNL DE GAULLE 62880 ANNAY SOUS LENS,743,72.14,319,50.16,
AUTO ECOLE DE LA VALLEE DE LA HEM 1 RUE DES CAILLIOUIS 62890 ZOUAFQUES,100,63,50,46,
AUTO ECOLE DU HAUT MONT 9 PLACE DU HAUT MONT 62910 MOULLE,215,64.65,127,72.44,
AUTO ECOLE MICHAUD 122 RUE PRINCIPALE 62920 CHOCQUES,56,66.07,38,65.79,
AUTO ECOLE M.J. 1003 RUE EMILE ZOLA 62940 HAILLICOURT,21,57.14,13,53.85,
AUTO ECOLE SARL MJ RUE E ZOLA 62940 HAILLICOURT,45,62.22,18,66.67,
AUTO ECOLE THIERRY 16 RUE DE LA LIBERATION 62940 HAILLICOURT,103,69.9,69,68.12,
AUTO ECOLE JEAN PIERRE 6 ALLEE DES CYTISES 62950 NOYELLES GODAULT,50,46,25,60,
AUTO ECOLE ARNO 43 RUE LEON GAMBETTA 62950 NOYELLES GODAULT,174,62.07,87,65.52,
AUTO ECOLE OLIVIER VASSE 5 RUE DES POILUS 62970 COURCELLES LES LENS,206,61.17,154,64.29,
